,Token,Label
79051,በሚወስደዉ,O
79052,መንገድ,O
79053,ሳሚ,O
79054,ህንጻ,O
79055,ጎን,O
79056,አልፎዝ,O
79057,ፕላዛ,I-LOC
79058,ግራዉንድ,O
79059,12,I-PRICE
79060,ቁጥር,O
79061,0945097042,I-PHONE
79062,0905707448,I-PHONE
79063,10pec,B-PRODUCT
79064,baby,I-PRODUCT
79065,gift,I-PRODUCT
79066,set,I-PRODUCT
79067,Good,O
79068,wuality,O
79069,Made,O
79070,in,O
79071,thiland,O
79072,Price,O
79073,2600,I-PRICE
79074,Free,O
79075,delivery,O
79076,0945097042,I-PHONE
79077,0905707448,I-PHONE
79078,ኦሪጅናል,B-PRODUCT
79079,ጥራቱን,I-PRODUCT
79080,የጠበቀ,I-PRODUCT
79081,የሴት,I-PRODUCT
79082,ልጆች,I-PRODUCT
79083,ሱሪ,I-PRODUCT
79084,አድራሻችን,O
79085,1000ብር,I-PRICE
79086,ኢምፔሪያል,I-LOC
79087,ወደ,O
79088,ገርጂ,I-LOC
79089,በሚወስደዉ,O
79090,መንገድ,O
79091,ላይ,O
79092,ሳሚ,O
79093,ህንጻ,O
79094,ጎን,O
79095,አለፎዝ,O
79096,ፕላዛ,I-LOC
79097,ግራዉንድ,O
79098,12,I-PRICE
79099,ቁጥር,O
79100,ስልክ,O
79101,0945097042,I-PHONE
79102,0905707448,I-PHONE
79103,ኦሪጅናል,B-PRODUCT
79104,ጥራቱን,I-PRODUCT
79105,የጠበቀ,I-PRODUCT
79106,የሴት,I-PRODUCT
79107,ልጆች,I-PRODUCT
79108,ሱሪ,I-PRODUCT
79109,አድራሻችን,O
79110,900,I-PRICE
79111,ኢምፔሪያል,I-LOC
79112,ወደ,O
79113,ገርጂ,I-LOC
79114,በሚወስደዉ,O
79115,መንገድ,O
79116,ላይ,O
79117,ሳሚ,O
79118,ህንጻ,O
79119,ጎን,O
79120,አለፎዝ,O
79121,ፕላዛ,I-LOC
79122,ግራዉንድ,O
79123,12,I-PRICE
79124,ቁጥር,O
79125,ስልክ,O
79126,0945097042,I-PHONE
79127,0905707448,I-PHONE
79128,ኦሪጅናል,B-PRODUCT
79129,ጥራቱን,I-PRODUCT
79130,የጠበቀ,I-PRODUCT
79131,የሴት,I-PRODUCT
79132,ልጆች,I-PRODUCT
79133,ሱሪ,I-PRODUCT
79134,720,I-PRICE
79135,ብር,I-PRICE
79136,አድራሻችን,O
79137,ኢምፔሪያል,I-LOC
79138,ወደ,O
79139,ገርጂ,I-LOC
79140,በሚወስደዉ,O
79141,መንገድ,O
79142,ላይ,O
79143,ሳሚ,O
79144,ህንጻ,O
79145,ጎን,O
79146,አለፎዝ,O
79147,ፕላዛ,I-LOC
79148,ግራዉንድ,O
79149,12,I-PRICE
79150,ቁጥር,O
79151,ስልክ,O
79152,0945097042,I-PHONE
79153,0905707448,I-PHONE
79154,New,B-PRODUCT
79155,born,I-PRODUCT
79156,to,I-PRODUCT
79157,toddler,I-PRODUCT
79158,rocker,I-PRODUCT
79159,18ኪሎ,O
79160,ድረስ,O
79161,የሚሸከም,O
79162,ከልጆ,O
79163,እድገት,O
79164,ጋርአብሮ,O
79165,የሚያድግ,O
79166,የራሱ,O
79167,ቫይብሬሽን,O
79168,ያለው,O
79169,በጣም,O
79170,ምቹ,O
79171,መተኛ,O
79172,ወደዃላ,O
79173,መተኛት,O
79174,ቀና,O
79175,ማለት,O
79176,የሚችል,O
79177,5400,I-PRICE
79178,ብር,I-PRICE
79179,ከስር,O
79180,ያለውን,O
79181,ቪዲዮ,O
79182,ይመልከቱ,O
79183,Free,O
79184,delivery,O
79185,0945097042,I-PHONE
79186,0905707448,I-PHONE
79187,1000ብር,B-PRODUCT
79188,0905707448,I-PHONE
79189,0945097042,I-PHONE
79190,1150ብር,B-PRODUCT
79191,0905707448,I-PHONE
79192,0945097042,I-PHONE
79193,አዲስ,B-PRODUCT
79194,ሞዴል,I-PRODUCT
79195,ሱሪዎች,I-PRODUCT
79196,1200ብር,I-PRODUCT
79197,0905707448,I-PHONE
79198,0945097042,I-PHONE
79199,ሲና,O
79200,ኪድት,O
79201,ጥራት,O
79202,የጠበቁ,O
79203,የልጆች,O
79204,እቃ,O
79205,አስመጪ,O
79206,ስለ,O
79207,እቃዎቻችን,O
79208,ጥራት,O
79209,ለማረጋገጥ,O
79210,ሱቃችንን,O
79211,ይጎብኙ,O
79212,አድራሻ,O
79213,ኢምፔሪያል,I-LOC
79214,አደባባይ,O
79215,ወደ,O
79216,ገርጂ,I-LOC
79217,በሚወስደው,O
79218,መንገድ,O
79219,ላይ,O
79220,አልፎዝ,O
79221,ፕላዛ,I-LOC
79222,ግራውንድ,O
79223,ላይ,O
79224,እንደገቡ,O
79225,ያገኙናል,O
79226,ኦሪጅናል,B-PRODUCT
79227,የቱርክ,I-PRODUCT
79228,ጂንስ,I-PRODUCT
79229,ሱሪዎች,I-PRODUCT
79230,1300ብር,I-PRICE
79231,0905707448,I-PHONE
79232,0945097042,I-PHONE
79233,850ብር,B-PRODUCT
79234,0945097042,I-PHONE
79235,0905707448,I-PHONE
79236,DKNY,B-PRODUCT
79237,BIG,I-PRODUCT
79238,GIRL,I-PRODUCT
79239,quality,I-PRODUCT
79240,2pcs,I-PRODUCT
79241,pyjamas,I-PRODUCT
79242,1500ብር,I-PRICE
79243,ሲና,O
79244,ኪድስ,O
79245,ጥራት,O
79246,ደረጃቸውን,O
79247,የጠበቁ,O
79248,የልጆች,O
79249,እቃ,O
79250,አስመጪ,O
79251,የእቃዎቻችንን,O
79252,ጥራት,O
79253,ሱቃችን,O
79254,መተው,O
79255,ማረጋገጥ,O
79256,ይችላሉ,O
79257,አድራሻ,O
79258,ኢምፔሪያል,I-LOC
79259,አደባባይ,O
79260,ወደገርጂ,I-LOC
79261,በሚወስደው,O
79262,መንገድ,O
79263,ላይ,O
79264,አልፎዝ,O
79265,ፕላዛ,I-LOC
79266,ግራውንድ,O
79267,ላይ,O
79268,እንደገቡ,O
79269,ያገኙናል,O
79270,0905707448,I-PHONE
79271,0945097042,I-PHONE
79272,ጥራታቸውን,B-PRODUCT
79273,የጠበቁ,I-PRODUCT
79274,ዎኪንግ,O
79275,ሹዞች,O
79276,450ብር,I-PRICE
79277,ሲና,O
79278,ኪድስ,O
79279,ጥራት,O
79280,ደረጃቸውን,O
79281,የጠበቁ,O
79282,የልጆች,O
79283,እቃ,O
79284,አስመጪ,O
79285,የእቃዎቻችንን,O
79286,ጥራት,O
79287,ሱቃችን,O
79288,መተው,O
79289,ማረጋገጥ,O
79290,ይችላሉ,O
79291,አድራሻ,O
79292,ኢምፔሪያል,I-LOC
79293,አደባባይ,O
79294,ወደገርጂ,I-LOC
79295,በሚወስደው,O
79296,መንገድ,O
79297,ላይ,O
79298,አልፎዝ,O
79299,ፕላዛ,I-LOC
79300,ግራውንድ,O
79301,ላይ,O
79302,እንደገቡ,O
79303,ያገኙናል,O
79304,0905707448,I-PHONE
79305,0945097042,I-PHONE
79306,Calvin,B-PRODUCT
79307,klein,I-PRODUCT
79308,brand,I-PRODUCT
79309,መደሀያ,O
79310,850ብር,I-PRICE
79311,0905707448,I-PHONE
79312,0945097042,I-PHONE
79313,350ብር,B-PRODUCT
79314,0905707448,I-PHONE
79315,0945097042,I-PHONE
79316,ትልቅ,B-PRODUCT
79317,ሳይዝ,I-PRODUCT
79318,2200ብር,I-PRODUCT
79319,መካከለኛ,O
79320,ሳይዝ,O
79321,1800ብር,I-PRICE
79322,free,O
79323,delivery,O
79324,0905707448,I-PHONE
79325,0945097042,I-PHONE
79326,2200ብር,B-PRODUCT
79327,free,O
79328,delivery,O
79329,0905707448,I-PHONE
79330,0945097042,I-PHONE
79331,1700ብር,B-PRODUCT
79332,Free,O
79333,delivery,O
79334,0905707448,I-PHONE
79335,0945097042,I-PHONE
79336,2200ብር,B-PRODUCT
79337,free,O
79338,delivery,O
79339,0905707448,I-PHONE
79340,0945097042,I-PHONE
79341,500ብር,B-PRODUCT
79342,0905707448,I-PHONE
79343,0945097042,I-PHONE
79344,በጣም,B-PRODUCT
79345,የሚያማምሩ,I-PRODUCT
79346,ኮተን,I-PRODUCT
79347,የወንድ,I-PRODUCT
79348,ልጆች,I-PRODUCT
79349,ፓንት,I-PRODUCT
79350,180ብር,I-PRICE
79351,0945097042,I-PHONE
79352,0905707448,I-PHONE
79353,ኳሊቲ,B-PRODUCT
79354,የልጆች,I-PRODUCT
79355,ቲሸርት,I-PRODUCT
79356,በተመጣጣኝ,I-PRODUCT
79357,ዋጋ,I-PRODUCT
79358,በተለያየ,I-PRODUCT
79359,ከለር,I-PRODUCT
79360,አለ,I-PRODUCT
79361,ዋጋ,I-PRODUCT
79362,650,I-PRODUCT
79363,ብር,I-PRODUCT
79364,አድራሻ,O
79365,ኢምፔሪያል,I-LOC
79366,ወደ,O
79367,ገርጂ,I-LOC
79368,በሚወስደዉ,O
79369,መንገድ,O
79370,ላይ,O
79371,ሳሚ,O
79372,ህንጻ,O
79373,ጎን,O
79374,አልፎዝ,O
79375,ፕላዛ,I-LOC
79376,ግራዉንድ,O
79377,ያገኙናል,O
79378,ስልክ,O
79379,0945097042,I-PHONE
79380,0905707448,I-PHONE
79381,የቱርክ,B-PRODUCT
79382,ምርት,I-PRODUCT
79383,የሆኑ,I-PRODUCT
79384,ኦሪጅናል,I-PRODUCT
79385,ብራንድ,I-PRODUCT
79386,ቱታዎች,I-PRODUCT
79387,LV,O
79388,VERSACE,O
79389,NIKE,O
79390,የተለያዩ,O
79391,ብራንድ,O
79392,ቱታዎች,O
79393,አድራሻ,O
79394,ኢምፔሪያል,I-LOC
79395,አደባባይ,O
79396,ወደገርጂ,I-LOC
79397,በሚወስደው,O
79398,መንገድላይ,O
79399,ሳሚ,O
79400,ህንፃ,I-LOC
79401,ጎን,O
79402,አልፎዝ,O
79403,ፕላዛ,I-LOC
79404,ግራውንድ,O
79405,ላይ,O
79406,ስልክ,O
79407,ዋጋ,I-PRICE
79408,2800ብር,I-PRICE
79409,0905707448,I-PHONE
79410,0945097042,I-PHONE
79411,XUNYI,B-PRODUCT
79412,manual,I-PRODUCT
79413,breast,I-PRODUCT
79414,pump,I-PRODUCT
79415,&,I-PRODUCT
79416,feeding,I-PRODUCT
79417,bottle,I-PRODUCT
79418,silicone,O
79419,material,O
79420,BPA,O
79421,free,O
79422,P.p,O
79423,uniqe,O
79424,more,O
79425,comortable,O
79426,natutal,O
79427,expressing,O
79428,position,O
79429,soft,O
79430,warm,O
79431,massage,O
79432,cushion,O
79433,to,O
79434,gently,O
79435,stimulatevmilk,O
79436,flow,O
79437,natural,O
79438,shaped,O
79439,teat,O
79440,for,O
79441,easy,O
79442,feeding,O
79443,180,I-PRICE
79444,mL,O
79445,1700,I-PRICE
79446,birr,I-PRICE
79447,free,O
79448,delivery,O
79449,0905707448,I-PHONE
79450,0945097042,I-PHONE
79451,Sold,B-PRODUCT
79452,out,I-PRODUCT
79453,Baby,B-PRODUCT
79454,kingdom,I-PRODUCT
79455,original,I-PRODUCT
79456,big,I-PRODUCT
79457,size,I-PRODUCT
79458,5,I-PRODUCT
79459,in,I-PRODUCT
79460,1,I-PRODUCT
79461,mama,I-PRODUCT
79462,bag,I-PRODUCT
79463,1700,I-PRICE
79464,ብር,I-PRICE
79465,Free,O
79466,delivery,O
79467,0905707448,I-PHONE
79468,0945097042,I-PHONE
79469,Kids,B-PRODUCT
79470,laptop,I-PRODUCT
79471,160,I-PRICE
79472,አክቲቪቲዮችን,O
79473,የያዘ,O
79474,ጌሞች,O
79475,እንዲሁም,O
79476,የተለያዩ,O
79477,ትምህርት,O
79478,አዘል,O
79479,ነገሮች,O
79480,ያካተተ,O
79481,ይህ,O
79482,ጎደለው,O
79483,የማይባል,O
79484,ማውዝ,O
79485,እና,O
79486,ኤርፎን,O
79487,ያካተተ,O
79488,ዩኤስቢ,O
79489,ፍላሽ,O
79490,የሚቀበል,O
79491,በማይታመን,O
79492,ዋጋ,I-PRICE
79493,3000ብር,I-PRICE
79494,ብቻ,O
79495,free,O
79496,delivery,O
79497,0905707448,I-PHONE
79498,0945097042,I-PHONE
79499,Penta,B-PRODUCT
79500,kids,I-PRODUCT
79501,tab,I-PRODUCT
79502,16ጂቢ,O
79503,በ,O
79504,2ጂቢ,O
79505,ራም,O
79506,የሆነ,O
79507,ኳሊቲ,O
79508,አዲስ,O
79509,ሞዴል,O
79510,የልጆች,O
79511,ታብሌት,O
79512,7,I-PRICE
79513,ኢንች,O
79514,እስክሪን,O
79515,ስፋት,O
79516,3D,O
79517,መነፅር,O
79518,ኤርፎን,O
79519,የጀርባ,O
79520,ከቨር,O
79521,እንዲሁም,O
79522,ፍላሽ,O
79523,ላይ,O
79524,ፊልም,O
79525,ተጭኖ,O
79526,ፊልም,O
79527,ለማየት,O
79528,የሚያስችል,O
79529,ፍላሽ,O
79530,ኮንቨርተር,O
79531,ያካተተ,O
79532,በመሆኑ,O
79533,በፍላሽ,O
79534,ፊልም,O
79535,ማየት,O
79536,ያስችላል,O
79537,ስጦታዎች,O
79538,ያካተተ,O
79539,3700ብር,I-PRICE
79540,Free,O
79541,delivery,O
79542,0905707448,I-PHONE
79543,0945097042,I-PHONE
79544,Baby,B-PRODUCT
79545,bath,I-PRODUCT
79546,toys,I-PRODUCT
79547,ልጆች,O
79548,ገላቸውን,O
79549,ሲታጠቡ,O
79550,የሚጫወቱበት,O
79551,ባዝ,O
79552,ቶይስ,O
79553,6ድምፅ,O
79554,የሚያወጡ,O
79555,ዳክዬዎች,O
79556,ማጥለያ,O
79557,ዳክዬዎቹን,O
79558,ውሃው,O
79559,ላይ,O
79560,ማንሳፈፊያ,O
79561,ከመነዳሪ,O
79562,ሳሙና,O
79563,የሚመስል,O
79564,መጫዎቻ,O
79565,እንዲሁም,O
79566,እነሱም,O
79567,ዳክዬዎቹን,O
79568,እያጠቡ,O
79569,እንዲጫወቱ,O
79570,የሚሆን,O
79571,መዘፍዘፊያ,O
79572,ፎቶው,O
79573,ላይ,O
79574,ያሉት,O
79575,እቃዎች,O
79576,ያካተተ,O
79577,ዋጋ,I-PRICE
79578,450,I-PRICE
79579,ብር,I-PRICE
79580,0905707448,I-PHONE
79581,0945097042,I-PHONE
79582,Yockan,B-PRODUCT
79583,yoyo,I-PRODUCT
79584,1pcs,O
79585,300birr,I-PRICE
79586,0905707448,I-PHONE
79587,0945097042,I-PHONE
79588,የአልጋ,B-PRODUCT
79589,ማጫዎቻ,I-PRODUCT
79590,ተንጠልጣዮቹ,O
79591,አሸንጉሊቶቹ,O
79592,የጨርቅ,O
79593,የሆኑ,O
79594,1350,I-PRICE
79595,ብር,I-PRICE
79596,Free,O
79597,delivery,O
79598,0905707448,I-PHONE
79599,0945097042,I-PHONE
79600,Spider,B-PRODUCT
79601,man,I-PRODUCT
79602,Comfortable,I-PRODUCT
79603,walking,I-PRODUCT
79604,shoes,I-PRODUCT
79605,350,I-PRICE
79606,birr,I-PRICE
79607,0905707448,I-PHONE
79608,0945097042,I-PHONE
79609,100%,B-PRODUCT
79610,cotton,I-PRODUCT
79611,stoking,I-PRODUCT
79612,White,O
79613,black,O
79614,Light,O
79615,pink,O
79616,available,O
79617,colours,O
79618,400,I-PRICE
79619,birr,I-PRICE
79620,0905707448,I-PHONE
79621,0945097042,I-PHONE
79622,Kids,B-PRODUCT
79623,potty,I-PRODUCT
79624,1500ብር,I-PRICE
79625,0905707448,I-PHONE
79626,0945097042,I-PHONE
79627,Kids,B-PRODUCT
79628,potty,I-PRODUCT
79629,ጎማው,O
79630,መነዳት,O
79631,የሚችል,O
79632,1700ብር,I-PRICE
79633,0905707448,I-PHONE
79634,0945097042,I-PHONE
79635,New,B-PRODUCT
79636,model's,I-PRODUCT
79637,Baby,O
79638,Turban,O
79639,Made,O
79640,in,O
79641,turkey,O
79642,350birr,I-PRICE
79643,0905707448,I-PHONE
79644,0945097042,I-PHONE
79645,New,B-PRODUCT
79646,model's,I-PRODUCT
79647,Baby,O
79648,Turban,O
79649,Made,O
79650,in,O
79651,turkey,O
79652,350birr,I-PRICE
79653,0905707448,I-PHONE
79654,0945097042,I-PHONE
79655,Legendary,B-PRODUCT
79656,baby,I-PRODUCT
79657,high,I-PRODUCT
79658,chair,I-PRODUCT
79659,በቀላሉ,O
79660,ተጣጥፎ,O
79661,መቀመጥ,O
79662,የሚችል,O
79663,ለልጆች,O
79664,ምቹ,O
79665,ወንበር,O
79666,ያለው,O
79667,7700,I-PRICE
79668,birr,I-PRICE
79669,Free,O
79670,delivery,O
79671,0905707448,I-PHONE
79672,0945097042,I-PHONE
79673,Infant,B-PRODUCT
79674,baby,I-PRODUCT
79675,shower,I-PRODUCT
79676,pillow,I-PRODUCT
79677,bed,I-PRODUCT
79678,600ብር,I-PRICE
79679,0905707448,I-PHONE
79680,0945097042,I-PHONE
79681,አልቋል,B-PRODUCT
79682,ላልናቹ,I-PRODUCT
79683,ደምበኞቻችን,I-PRODUCT
79684,በድጋሚ,I-PRODUCT
79685,ገብቷል,I-PRODUCT
79686,Multifunctional,O
79687,2,I-PRICE
79688,in,O
79689,1travel,O
79690,Mommy,O
79691,diaper,O
79692,bag,O
79693,backpack,O
79694,and,O
79695,diaper,O
79696,Channing,O
79697,bed.,O
79698,ልጆቾን,O
79699,ይዘው,O
79700,ሲንቀሳቀሱ,O
79701,ያለምን,O
79702,ችግር,O
79703,የሚያስፈልጎት,O
79704,እቃ,O
79705,ይዘው,O
79706,ዳይፐር,O
79707,ለመቀየሪያ,O
79708,ቦታ,O
79709,ሳይቸገሩ,O
79710,እንዲሁም,O
79711,የት,O
79712,ላስተኛ,O
79713,ብለው,O
79714,ሳይጨነቁ,O
79715,ሁሉንም,O
79716,በአንድ,O
79717,ላይ,O
79718,የያዘ,O
79719,ቦርሳ,O
79720,አስመጥተንሎታል።,O
79721,2600birr,I-PRICE
79722,free,O
79723,delivery,O
79724,0905707448,I-PHONE
79725,0945097042,I-PHONE
79726,ከስር,O
79727,ያለውን,O
79728,ቪዲዮይመልከቱ,O
79729,Baby's,B-PRODUCT
79730,view,I-PRODUCT
79731,3-stage,I-PRODUCT
79732,activity,I-PRODUCT
79733,center,I-PRODUCT
79734,ከልጆቻችን,O
79735,እድገት,O
79736,ጋር,O
79737,አብሮ,O
79738,የሚያድግ,O
79739,infant,O
79740,to,O
79741,toldder,O
79742,ቪዲዮውን,O
79743,ይመልከቱ,O
79744,5700ብር,I-PRICE
79745,free,O
79746,delivery,O
79747,0905707448,I-PHONE
79748,Sold,B-PRODUCT
79749,out,I-PRODUCT
79750,Kids,B-PRODUCT
79751,star,I-PRODUCT
79752,baby,I-PRODUCT
79753,car,I-PRODUCT
79754,seat,I-PRODUCT
79755,ጥራቱን,O
79756,የጠበቀ,O
79757,ለህፃናት,O
79758,ምቹ,O
79759,እና,O
79760,ጠንካራ,O
79761,በተወሰነ,O
79762,መጠን,O
79763,ወደኋላ,O
79764,መተኛት,O
79765,የሚችል,O
79766,እስከ,O
79767,18,I-PRICE
79768,ኪሎ,O
79769,ድረስ,O
79770,የሆኑ,O
79771,ልጆችን,O
79772,መሸከም,O
79773,የሚችል,O
79774,ጠንካራና,O
79775,አስተማማኝ,O
79776,ዋጋ,I-PRICE
79777,6800ብር,I-PRICE
79778,በሁለት,O
79779,የከለር,O
79780,አማራጭ,O
79781,የቀረበ,O
79782,ብራውን,O
79783,እና,O
79784,ጥቁር,O
79785,ግሬ,O
79786,Free,O
79787,delivery,O
79788,0905707448,I-PHONE
79789,0945097042,I-PHONE
79790,ላባ,B-PRODUCT
79791,ምቹ,I-PRODUCT
79792,የልጆች,I-PRODUCT
79793,ትራስ,I-PRODUCT
79794,700ብር,I-PRICE
79795,0905707448,I-PHONE
79796,0945097042,I-PHONE
79797,ONLY,B-PRODUCT
79798,baby,I-PRODUCT
79799,natural,I-PRODUCT
79800,mug,I-PRODUCT
79801,የተፈጥሩ,O
79802,የጡት,O
79803,ቅርፅ,O
79804,ይዘት,O
79805,ያለው,O
79806,ኦሪጅናል,O
79807,ማግ,O
79808,700ብር,I-PRICE
79809,0905707448,I-PHONE
79810,0945097042,I-PHONE
79811,Toyota,B-PRODUCT
79812,land,I-PRODUCT
79813,cruiser,I-PRODUCT
79814,v8,I-PRODUCT
79815,remote,I-PRODUCT
79816,control,I-PRODUCT
79817,car,I-PRODUCT
79818,800ብር,I-PRICE
79819,0905707448,I-PHONE
79820,0945097042,I-PHONE
79821,750,B-PRODUCT
79822,ብር,I-PRODUCT
79823,0905707448,I-PHONE
79824,0945097042,I-PHONE
79825,Shovel,B-PRODUCT
79826,loader,I-PRODUCT
79827,excavator,I-PRODUCT
79828,በሪሞት,O
79829,የሚሰራ,O
79830,ልጆች,O
79831,የኮንስትራክሽን,O
79832,ፍላጎታቸውን,O
79833,የሚያሳድግ,O
79834,ከመጫዎቻነት,O
79835,በተጨማሪ,O
79836,ትልቅ,O
79837,እውቀት,O
79838,የሚሰጣቸው,O
79839,ለበለጠ,O
79840,ቪዲዮውን,O
79841,ይመልከቱ,O
79842,1000ብር,I-PRICE
79843,0905707448,I-PHONE
79844,0945097042,I-PHONE
79845,በሪሞት,B-PRODUCT
79846,የሚሰራ,I-PRODUCT
79847,ውብ,I-PRODUCT
79848,የልጆች,I-PRODUCT
79849,መጫወቻ,I-PRODUCT
79850,መኪና,I-PRODUCT
79851,900ብር,I-PRODUCT
79852,0905707448,I-PHONE
79853,0945097042,I-PHONE
79854,በባትሪ,B-PRODUCT
79855,የሚሰራ,I-PRODUCT
79856,ስፓይደር,O
79857,ማን,O
79858,ሞተር,O
79859,ሳይክል,O
79860,950ብር,I-PRICE
79861,ቪዲዮውን,O
79862,ይመልከቱ,O
79863,0905707448,I-PHONE
79864,0945097042,I-PHONE
79865,Sold,B-PRODUCT
79866,out,I-PRODUCT
79867,Sold,B-PRODUCT
79868,out,I-PRODUCT
79869,2,B-PRODUCT
79870,in,I-PRODUCT
79871,1,I-PRODUCT
79872,bassinet,I-PRODUCT
79873,ሙዚቃ,O
79874,እና,O
79875,ቫይብሬሽን,O
79876,ያካተቸ,O
79877,ምቹ,O
79878,እና,O
79879,ኮንፈርተብል,O
79880,7500ብር,I-PRICE
79881,Free,O
79882,delivery,O
79883,0905707448,I-PHONE
79884,0945097042,I-PHONE
79885,የለልጆች,B-PRODUCT
79886,ዥዋዥዌ,I-PRODUCT
79887,35,I-PRICE
79888,ኪሎ,O
79889,ድረስ,O
79890,የሚሸከም,O
79891,ዲዛይኑ,O
79892,ልጆች,O
79893,የሚወዱት,O
79894,ባትሪ,O
79895,ገብቶ,O
79896,ሙዚቃ,O
79897,ያለው,O
79898,Free,O
79899,delivery,O
79900,0905707448,I-PHONE
79901,0945097042,I-PHONE
79902,የልጆች,B-PRODUCT
79903,የሽንት,I-PRODUCT
79904,ቤት,I-PRODUCT
79905,ማጣበቢያ,I-PRODUCT
79906,ምቹ,O
79907,የሆነ,O
79908,900ብር,I-PRICE
79909,0905707448,I-PHONE
79910,0945097042,I-PHONE
79911,Brand,B-PRODUCT
79912,new,I-PRODUCT
79913,baby,I-PRODUCT
79914,high,I-PRODUCT
79915,chair,I-PRODUCT
79916,7000,I-PRICE
79917,birr,I-PRICE
79918,free,O
79919,delivery,O
79920,0905707448,I-PHONE
79921,0945097042,I-PHONE
79922,አልቋል,B-PRODUCT
79923,ላልናቹ,I-PRODUCT
79924,ደምበኞቻችን,I-PRODUCT
79925,በድጋሚ,I-PRODUCT
79926,ገብቷል,I-PRODUCT
79927,ኦሪጅናሉን,O
79928,እና,O
79929,ፌኩን,O
79930,ምርት,O
79931,ለይተው,O
79932,ይግዙ,O
79933,ልጆቼ,O
79934,በምን,O
79935,ይዝናኑ,O
79936,ብሎ,O
79937,መጨነቅ,O
79938,ቀረ,O
79939,የሕጻናት,O
79940,አጫዋች,O
79941,በቻርጅ,O
79942,የሚሰራ,O
79943,ድምጽ,O
79944,/,O
79945,ሙዚቃ,O
79946,ሲከፈት,O
79947,የሚደንስ,O
79948,የልጆችን,O
79949,ትኩረት,O
79950,የሚስብ,O
79951,ልጆች,O
79952,የሚናገሩትን,O
79953,ደግሞ,O
79954,እያወራ,O
79955,የሚያዝናናቸው,O
79956,ተክል,O
79957,የሚመስል,O
79958,ጌጥ,O
79959,"1,400",O
79960,birr,I-PRICE
79961,Free,O
79962,delivery,O
79963,0905707448,I-PHONE
79964,0945097042,I-PHONE
79965,Mastela,B-PRODUCT
79966,infant,I-PRODUCT
79967,to,I-PRODUCT
79968,toddler,I-PRODUCT
79969,roker,I-PRODUCT
79970,18ኪሎ,O
79971,ድረስ,O
79972,የሚሸከም,O
79973,ከልጆ,O
79974,እድገት,O
79975,ጋርአብሮ,O
79976,የሚያድግ,O
79977,የራሱ,O
79978,ሙዚቃ,O
79979,እና,O
79980,ቫይብሬሽን,O
79981,ያለው,O
79982,ወደዃላ,O
79983,መተኛት,O
79984,ቀና,O
79985,ማለት,O
79986,የሚችል,O
79987,ከለር,O
79988,ፒንክ,O
79989,እና,O
79990,ብሉ,O
79991,Free,O
79992,delivery,O
79993,0945097042,I-PHONE
79994,0905707448,I-PHONE
79995,ቪዲዮውን,O
79996,ይመልከቱ,O
79997,#ባለ,B-PRODUCT
79998,ሁለት,I-PRODUCT
79999,ተካፋች,I-PRODUCT
80000,የልብስ,I-PRODUCT
80001,ቁም,I-PRODUCT
80002,ሳጥን,I-PRODUCT
80003,ቀለል,O
80004,ያለ,O
80005,ከቦታ,O
80006,ወደ,O
80007,ቦታ,O
80008,ለማንቀሳቀስ,O
80009,የማያስቸግር,O
80010,ተሰካኪዎቹ,O
80011,ብረት,O
80012,የሆኑ,O
80013,ቁመት,O
80014,175ሳ.ሜ,O
80015,የጎን,O
80016,ስፋት,O
80017,105,I-PRICE
80018,ሳ.ሜ,O
80019,ወደ,O
80020,ዉሰጥ,O
80021,45,I-PRICE
80022,ሳ.ሜ,O
80023,ልብሱ,O
80024,ሸራ,O
80025,ሲሆን,O
80026,በሩ,O
80027,በ,O
80028,ዚፕ,O
80029,የሚዘጋ,O
80030,ፍሬሙ,O
80031,የብረት,O
80032,ቱቦዎች,O
80033,ሲሆኑ,O
80034,መገጣጠሚያው,O
80035,ካርቦኔትድ,O
80036,የሆነ,O
80037,ጠንካራ,O
80038,ፕላስቲክ,O
80039,ነው,O
80040,መደቡ,O
80041,ሸራ,O
80042,ፕላስቲክ,O
80043,የሆነ,O
80044,ለህፃናት,O
80045,ለአዋቂም,O
80046,የሚሆን,O
80047,ቁም,O
80048,ሳጥን,O
80049,2200ብር,I-PRICE
80050,Free,O
80051,delivery,O
80052,ውብ,B-PRODUCT
80053,ምቹ,I-PRODUCT
80054,እና,I-PRODUCT
80055,ለአቀማመጥ,I-PRODUCT
80056,ቀላል,I-PRODUCT
80057,ጋሪ,O
80058,ተጣጥፎ,O
80059,መኪና,O
80060,ውስጥ,O
80061,መግባት,O
80062,የሚችል,O
80063,እንደ,O
80064,አልጋ,O
80065,መተኛት,O
80066,ቀና,O
80067,ማለት,O
80068,የሚችል,O
80069,መመገቢያ,O
80070,ቴብል,O
80071,ያለው,O
80072,ከስር,O
80073,እቃ,O
80074,ማስቀመጫ,O
80075,ዘንቢል,O
80076,ያለው,O
80077,ዋጋ,I-PRICE
80078,5700ብር,I-PRICE
80079,ከለር,O
80080,ብሉ,O
80081,እና,O
80082,ቀይ,O
80083,ከስር,O
80084,ያለውን,O
80085,ቪዲዮ,O
80086,ይመልከቱ,O
80087,Free,O
80088,delivery,O
80089,0905707448,I-PHONE
80090,0945097042,I-PHONE
80091,ውብ,B-PRODUCT
80092,ምቹ,I-PRODUCT
80093,እና,I-PRODUCT
80094,ለአቀማመጥ,I-PRODUCT
